z1,z2,z3,z4,z5,z6,z7,z8,z9
1.0,0.9583333333333335,0.8403361344537823,0.3414481739338126,0.6857296648724064,0.15942245880446607,0.39063174624933195,0.7213086193444792,0.44927536231884035
1.0,0.9166666666666662,0.8907563025210083,0.41578292389358323,0.6375055955488466,0.15637145317269724,0.35880752644465264,0.6441640830809483,0.3333333333333322
1.0,0.9166666666666662,0.8739495798319327,0.39915917950069746,0.6495465430393336,0.13954417904955654,0.36936359935372054,0.6394399542819824,0.3623188405797098
1.0,0.9166666666666662,0.9495798319327731,0.3844273335106152,0.6355113474692392,0.18362636083290318,0.32226432131943994,0.6684596026184887,0.3333333333333322
1.0,0.9166666666666662,0.9159663865546218,0.35149406418027074,0.6558357465142045,0.18737306575615784,0.3430698489285732,0.7071306717785881,0.39130434782608736
1.0,0.8749999999999998,0.6890756302521015,0.28742567357168247,0.6803507470264468,0.18195425707906077,0.48899022912172874,0.7181568457871846,0.6086956521739126
1.0,0.9166666666666662,0.9747899159663865,0.38390556691137623,0.629491038524948,0.18483409025780562,0.3067920947188058,0.6952143545001435,0.31884057971014457
1.0,0.9166666666666662,0.9495798319327731,0.3844273335106152,0.6355113474692392,0.18362636083290318,0.32226432131943994,0.6927551221560291,0.3333333333333322
1.0,1.0,0.8319327731092445,0.39626831122616774,0.6596179887281503,0.17722684729704785,0.3959815637175274,0.6830032873243524,0.39130434782608736
1.0,0.9166666666666662,0.9243697478991596,0.38501987889358086,0.6415341907576607,0.18241216066702842,0.3378494838806612,0.6903044436635473,0.347826086956521
1.0,0.9583333333333335,0.9327731092436974,0.40616317892931836,0.629491038524948,0.18117206172445113,0.3326418050175528,0.6708764344049462,0.31884057971014457
1.0,0.9166666666666662,0.9411764705882353,0.38887408679308194,0.6340494075524716,0.18140289277934651,0.3274467661516897,0.6684596026184887,0.3333333333333322
1.0,0.9166666666666662,0.9579831932773109,0.3927762762047254,0.629491038524948,0.18336868697543027,0.31709442477975974,0.6708764344049462,0.31884057971014457
1.0,0.9166666666666662,0.8991596638655461,0.39844375160469975,0.6415341907576607,0.180191992571528,0.3535488234569828,0.6903044436635473,0.347826086956521
1.0,0.9583333333333335,0.9075630252100839,0.4196480346006766,0.6260060693199527,0.17847602112891592,0.3483029465741634,0.6708764344049462,0.31884057971014457
1.0,0.9166666666666662,0.9075630252100839,0.39395821365000866,0.6415341907576607,0.18093186784327855,0.3483029465741634,0.6903044436635473,0.347826086956521
1.0,0.9583333333333335,0.9327731092436974,0.40616317892931836,0.6260060693199527,0.18067404639281184,0.3326418050175528,0.6708764344049462,0.31884057971014457
0.7500000000000002,0.6666666666666664,0.9159663865546218,0.39748435093891626,0.5780162180153645,0.19124144235668517,0.20414500829230173,0.6658365465268257,0.20289855072463753
0.7500000000000002,0.6666666666666664,0.9495798319327731,0.4057007257178289,0.5660434144691575,0.19225603933364532,0.1840130556680671,0.6707467474417391,0.17391304347826106
0.41666666666666663,0.29166666666666635,0.7899159663865554,0.3952304906056543,0.5301834163529013,0.2011090174386252,0.084919149320592,0.71072595527895,0.08695652173913053
0.41666666666666663,0.29166666666666635,0.7647058823529419,0.4222404682755939,0.5242152058146915,0.1980299293394072,0.099986357426851,0.713292701621216,0.07246376811594174
0.7500000000000002,0.7083333333333329,0.9327731092436974,0.4811604251476072,0.5361540329192701,0.2009012401732946,0.19405457031235482,0.633191912967221,0.10144927536231932
0.7500000000000002,0.7083333333333329,0.9327731092436974,0.4811604251476072,0.5361540329192701,0.2009012401732946,0.19405457031235482,0.6831762434853151,0.10144927536231932
0.3333333333333336,0.2499999999999998,0.8487394957983192,0.3833188713371801,0.5003663054800948,0.22397213250621753,0.0,0.7236526850461622,0.014492753623189894
0.3333333333333336,0.2499999999999998,0.6050420168067232,0.41105943036085646,0.54810250791084,0.20907448656560843,0.14603831172602977,0.7030807179594843,0.1304347826086958
0.3333333333333336,0.20833333333333331,0.7899159663865554,0.4285551951769917,0.4947716882404724,0.20330671296519756,0.034288451046139305,0.7262661835871197,0.0
0.3333333333333336,0.20833333333333331,0.7226890756302528,0.4119370596058451,0.5182493953738377,0.20088143087453217,0.07421184624916188,0.7158686974998512,0.057971014492754054
